year,sex,hindfoot_length,weight,genus,species,taxa,plot_type
1981,M,36.0,34.0,Dipodomys,merriami,Rodent,Control
1989,F,37.0,43.0,Dipodomys,merriami,Rodent,Control
2002,F,26.0,27.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
2002,M,34.0,44.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
2000,F,20.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1995,F,36.0,27.0,Dipodomys,ordii,Rodent,Control
1980,M,37.0,45.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
2001,F,35.0,41.0,Dipodomys,merriami,Rodent,Spectab exclosure
1985,F,37.0,38.0,Dipodomys,merriami,Rodent,Control
1997,M,21.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1989,F,16.0,15.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1992,M,20.0,23.0,Onychomys,torridus,Rodent,Control
1981,F,,115.0,Dipodomys,spectabilis,Rodent,Control
1996,F,23.0,18.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
2002,F,38.0,,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
1985,M,36.0,48.0,Dipodomys,ordii,Rodent,Spectab exclosure
1998,F,25.0,,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1983,M,35.0,47.0,Dipodomys,ordii,Rodent,Control
1996,F,17.0,9.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1991,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
1982,M,53.0,127.0,Dipodomys,spectabilis,Rodent,Control
1997,F,15.0,7.0,Perognathus,flavus,Rodent,Control
2000,M,26.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1987,not reported,,,Spermophilus,spilosoma,Rodent,Control
1988,F,19.0,28.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
1988,F,20.0,27.0,Onychomys,torridus,Rodent,Control
1988,M,37.0,44.0,Dipodomys,merriami,Rodent,Control
1988,M,21.0,21.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
1981,M,53.0,155.0,Dipodomys,spectabilis,Rodent,Control
1996,F,21.0,16.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1981,F,,40.0,Dipodomys,merriami,Rodent,Control
1982,F,20.0,21.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
1989,F,36.0,50.0,Dipodomys,ordii,Rodent,Spectab exclosure
2000,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control
2002,M,21.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1984,M,33.0,147.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1983,M,16.0,7.0,Perognathus,flavus,Rodent,Control
1987,M,37.0,51.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1996,F,23.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1998,F,26.0,,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1996,F,38.0,52.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1987,F,20.0,20.0,Onychomys,torridus,Rodent,Control
1985,M,16.0,5.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1998,M,25.0,22.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1988,not reported,,,Amphispiza,bilineata,Bird,Control
1982,M,,41.0,Dipodomys,merriami,Rodent,Rodent Exclosure
2002,F,21.0,20.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1980,M,50.0,134.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1983,M,34.0,33.0,Dipodomys,ordii,Rodent,Spectab exclosure
1980,F,50.0,127.0,Dipodomys,spectabilis,Rodent,Control
1982,M,,60.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1996,M,35.0,46.0,Dipodomys,merriami,Rodent,Spectab exclosure
1990,F,17.0,15.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1993,F,35.0,,Dipodomys,merriami,Rodent,Spectab exclosure
1977,M,47.0,,Dipodomys,spectabilis,Rodent,Control
1990,M,35.0,24.0,Dipodomys,merriami,Rodent,Control
2002,M,22.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1996,M,16.0,9.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1987,M,36.0,53.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1985,M,35.0,46.0,Dipodomys,ordii,Rodent,Control
1992,M,17.0,12.0,Reithrodontomys,megalotis,Rodent,Control
2001,M,21.0,23.0,Onychomys,torridus,Rodent,Control
1996,M,37.0,46.0,Dipodomys,merriami,Rodent,Control
1982,M,47.0,110.0,Dipodomys,spectabilis,Rodent,Control
2000,M,20.0,25.0,Onychomys,torridus,Rodent,Control
1993,M,35.0,39.0,Dipodomys,merriami,Rodent,Control
2001,F,30.0,86.0,Sigmodon,hispidus,Rodent,Short-term Krat Exclosure
1995,M,19.0,12.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1984,F,20.0,20.0,Peromyscus,eremicus,Rodent,Control
1994,M,37.0,46.0,Dipodomys,merriami,Rodent,Control
2002,F,20.0,23.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
2002,M,27.0,34.0,Chaetodipus,baileyi,Rodent,Control
1998,M,34.0,,Dipodomys,merriami,Rodent,Control
1981,F,20.0,25.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
1981,not reported,,,Spermophilus,spilosoma,Rodent,Spectab exclosure
1991,M,34.0,25.0,Dipodomys,merriami,Rodent,Control
1995,M,14.0,8.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1981,F,37.0,47.0,Dipodomys,merriami,Rodent,Control
2002,M,28.0,48.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1995,F,37.0,40.0,Dipodomys,merriami,Rodent,Spectab exclosure
1997,M,34.0,39.0,Dipodomys,merriami,Rodent,Control
1980,F,21.0,13.0,Chaetodipus,penicillatus,Rodent,Control
2001,M,16.0,8.0,Perognathus,flavus,Rodent,Control
1982,F,47.0,125.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1978,F,13.0,9.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1978,M,21.0,32.0,Onychomys,leucogaster,Rodent,Control
1981,M,20.0,19.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1983,F,34.0,40.0,Dipodomys,merriami,Rodent,Control
1991,M,21.0,32.0,Onychomys,leucogaster,Rodent,Control
1990,F,34.0,28.0,Dipodomys,ordii,Rodent,Control
1997,F,26.0,24.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1985,not reported,,,Amphispiza,bilineata,Bird,Long-term Krat Exclosure
1988,F,36.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1997,M,35.0,47.0,Dipodomys,merriami,Rodent,Spectab exclosure
1982,F,34.0,35.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1987,F,35.0,37.0,Dipodomys,merriami,Rodent,Spectab exclosure
1983,F,36.0,41.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
2000,M,27.0,35.0,Chaetodipus,baileyi,Rodent,Control
2001,F,27.0,31.0,Chaetodipus,baileyi,Rodent,Control
1997,F,20.0,24.0,Perognathus,flavus,Rodent,Rodent Exclosure
1995,F,23.0,21.0,Chaetodipus,penicillatus,Rodent,Control
1999,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
2000,F,33.0,55.0,Dipodomys,merriami,Rodent,Control
1982,F,,108.0,Neotoma,albigula,Rodent,Rodent Exclosure
1997,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Control
1991,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
2000,F,26.0,35.0,Chaetodipus,baileyi,Rodent,Control
2002,F,29.0,154.0,Neotoma,albigula,Rodent,Control
1980,F,,47.0,Dipodomys,ordii,Rodent,Control
1984,F,36.0,41.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1981,M,37.0,47.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1994,F,37.0,42.0,Dipodomys,merriami,Rodent,Control
1997,M,35.0,47.0,Dipodomys,merriami,Rodent,Control
1990,M,37.0,34.0,Dipodomys,merriami,Rodent,Control
2000,M,20.0,25.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1988,not reported,,,Campylorhynchus,brunneicapillus,Bird,Short-term Krat Exclosure
1996,M,24.0,20.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1993,M,21.0,27.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1996,F,22.0,20.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure
1981,M,47.0,120.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
2000,F,34.0,39.0,Dipodomys,merriami,Rodent,Control
1995,F,21.0,20.0,Onychomys,leucogaster,Rodent,Rodent Exclosure
1980,F,34.0,45.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1987,not reported,,,Spermophilus,spilosoma,Rodent,Control
1991,F,15.0,9.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1981,F,,34.0,Onychomys,leucogaster,Rodent,Control
1988,M,34.0,162.0,Neotoma,albigula,Rodent,Spectab exclosure
1982,M,45.0,85.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1988,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1985,M,33.0,44.0,Dipodomys,ordii,Rodent,Control
1981,F,17.0,14.0,Reithrodontomys,megalotis,Rodent,Control
1989,not reported,,,Ammospermophilus,harrisi,Rodent,Control
2001,M,37.0,57.0,Dipodomys,ordii,Rodent,Spectab exclosure
1978,M,,123.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1983,F,34.0,168.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
2001,F,26.0,31.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1982,M,34.0,160.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1997,M,36.0,49.0,Dipodomys,merriami,Rodent,Control
1981,M,38.0,47.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1988,F,33.0,133.0,Neotoma,albigula,Rodent,Control
1996,M,16.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1992,F,34.0,44.0,Dipodomys,merriami,Rodent,Control
1984,F,37.0,43.0,Dipodomys,ordii,Rodent,Control
1996,M,37.0,,Dipodomys,merriami,Rodent,Control
1986,M,37.0,46.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1985,F,36.0,40.0,Dipodomys,merriami,Rodent,Control
1991,F,14.0,10.0,Baiomys,taylori,Rodent,Long-term Krat Exclosure
1981,F,53.0,128.0,Dipodomys,spectabilis,Rodent,Control
1988,F,37.0,53.0,Dipodomys,ordii,Rodent,Control
2000,not reported,,,Ammospermophilus,harrisi,Rodent,Spectab exclosure
1996,F,37.0,48.0,Dipodomys,merriami,Rodent,Control
2001,M,23.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1981,F,,39.0,Dipodomys,merriami,Rodent,Control
1996,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1998,M,37.0,44.0,Dipodomys,merriami,Rodent,Control
1992,F,21.0,36.0,Onychomys,torridus,Rodent,Spectab exclosure
1995,M,20.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1999,M,37.0,56.0,Dipodomys,ordii,Rodent,Control
1988,M,22.0,24.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1996,M,19.0,28.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1979,M,34.0,49.0,Dipodomys,ordii,Rodent,Control
1986,F,35.0,34.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1997,F,34.0,92.0,Neotoma,albigula,Rodent,Control
1981,not reported,,,Amphispiza,bilineata,Bird,Rodent Exclosure
2000,F,21.0,,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1989,M,36.0,50.0,Dipodomys,ordii,Rodent,Spectab exclosure
1991,F,16.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1996,F,23.0,15.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1990,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
1980,F,,52.0,Dipodomys,merriami,Rodent,Control
1997,F,16.0,9.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
2001,F,27.0,31.0,Chaetodipus,baileyi,Rodent,Control
2001,M,27.0,50.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1984,M,35.0,39.0,Dipodomys,merriami,Rodent,Control
1985,F,35.0,43.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1981,F,,51.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1998,F,21.0,23.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1984,F,37.0,51.0,Dipodomys,ordii,Rodent,Spectab exclosure
1994,M,38.0,46.0,Dipodomys,merriami,Rodent,Control
1985,M,36.0,55.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1991,not reported,,,Dipodomys,merriami,Rodent,Control
1998,M,27.0,31.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1987,F,15.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1987,F,35.0,48.0,Dipodomys,ordii,Rodent,Rodent Exclosure
1997,M,20.0,24.0,Onychomys,torridus,Rodent,Control
2000,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Control
1986,F,20.0,24.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1984,F,34.0,36.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1997,M,20.0,29.0,Onychomys,torridus,Rodent,Spectab exclosure
1996,M,37.0,51.0,Dipodomys,merriami,Rodent,Control
1980,F,,14.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1998,M,37.0,33.0,Dipodomys,merriami,Rodent,Control
1985,M,37.0,42.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
2000,M,22.0,19.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1989,M,20.0,25.0,Peromyscus,eremicus,Rodent,Spectab exclosure
2000,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Control
2000,F,24.0,31.0,Chaetodipus,baileyi,Rodent,Control
1978,F,,7.0,Perognathus,flavus,Rodent,Control
1983,F,23.0,19.0,Chaetodipus,penicillatus,Rodent,Control
2001,M,36.0,52.0,Dipodomys,ordii,Rodent,Control
1992,F,16.0,23.0,Onychomys,torridus,Rodent,Control
1988,F,36.0,53.0,Dipodomys,ordii,Rodent,Control
1987,M,21.0,27.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1996,M,22.0,20.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1978,M,36.0,29.0,Dipodomys,merriami,Rodent,Control
1980,M,,110.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
2000,M,27.0,34.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1995,F,37.0,56.0,Dipodomys,ordii,Rodent,Spectab exclosure
2000,M,,,Chaetodipus,baileyi,Rodent,Rodent Exclosure
1999,F,22.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1983,M,37.0,49.0,Dipodomys,merriami,Rodent,Control
1997,F,36.0,60.0,Dipodomys,ordii,Rodent,Spectab exclosure
1995,M,40.0,55.0,Dipodomys,ordii,Rodent,Control
1990,M,16.0,10.0,Reithrodontomys,megalotis,Rodent,Control
2002,F,30.0,174.0,Neotoma,albigula,Rodent,Control
1992,F,35.0,61.0,Dipodomys,ordii,Rodent,Control
2001,M,20.0,25.0,Onychomys,torridus,Rodent,Control
1983,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Control
1998,M,22.0,17.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
2002,F,36.0,46.0,Dipodomys,merriami,Rodent,Control
1979,M,22.0,22.0,Onychomys,torridus,Rodent,Spectab exclosure
1997,M,21.0,14.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1987,M,36.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1987,M,36.0,55.0,Dipodomys,ordii,Rodent,Rodent Exclosure
1989,M,22.0,36.0,Onychomys,leucogaster,Rodent,Rodent Exclosure
1981,M,21.0,26.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1990,M,37.0,50.0,Dipodomys,ordii,Rodent,Control
1999,F,20.0,13.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1993,M,37.0,47.0,Dipodomys,merriami,Rodent,Control
1994,M,36.0,46.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1988,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1992,M,14.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1990,F,38.0,48.0,Dipodomys,merriami,Rodent,Control
1997,F,35.0,45.0,Dipodomys,merriami,Rodent,Control
1998,M,20.0,22.0,Onychomys,torridus,Rodent,Control
1997,M,36.0,45.0,Dipodomys,merriami,Rodent,Control
1990,M,33.0,20.0,Dipodomys,merriami,Rodent,Spectab exclosure
1987,M,33.0,150.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1995,M,37.0,57.0,Dipodomys,merriami,Rodent,Control
2000,M,24.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1984,M,19.0,22.0,Peromyscus,eremicus,Rodent,Control
1997,not reported,,,Ammospermophilus,harrisi,Rodent,Short-term Krat Exclosure
1991,M,21.0,35.0,Onychomys,leucogaster,Rodent,Control
1996,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
1997,M,20.0,21.0,Peromyscus,leucopus,Rodent,Rodent Exclosure
1999,M,19.0,16.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1984,M,36.0,45.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1986,F,34.0,42.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
2000,M,28.0,31.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1995,M,18.0,7.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1999,M,36.0,37.0,Dipodomys,ordii,Rodent,Control
2001,F,31.0,119.0,Neotoma,albigula,Rodent,Control
1986,F,34.0,,Dipodomys,merriami,Rodent,Control
1997,M,27.0,29.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1981,F,34.0,26.0,Dipodomys,merriami,Rodent,Control
1981,F,36.0,47.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1995,M,36.0,49.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure
1984,M,51.0,133.0,Dipodomys,spectabilis,Rodent,Control
1997,F,17.0,13.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1996,F,21.0,21.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1978,not reported,,,Spermophilus,spilosoma,Rodent,Control
2000,F,25.0,31.0,Chaetodipus,baileyi,Rodent,Control
1980,M,52.0,144.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1982,F,,15.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1997,M,23.0,20.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1995,M,20.0,20.0,Reithrodontomys,sp.,Rodent,Spectab exclosure
1991,M,20.0,24.0,Onychomys,torridus,Rodent,Control
1998,M,,4.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
2002,F,36.0,44.0,Dipodomys,ordii,Rodent,Control
1997,M,37.0,41.0,Dipodomys,merriami,Rodent,Control
1981,F,36.0,41.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1997,M,36.0,50.0,Dipodomys,merriami,Rodent,Spectab exclosure
1995,F,37.0,37.0,Dipodomys,merriami,Rodent,Control
1997,M,20.0,23.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1982,M,37.0,46.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1998,M,21.0,16.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1980,M,,108.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1999,M,15.0,8.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1987,M,37.0,55.0,Dipodomys,ordii,Rodent,Rodent Exclosure
2001,M,23.0,17.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1982,F,36.0,41.0,Dipodomys,merriami,Rodent,Control
1997,M,35.0,54.0,Dipodomys,ordii,Rodent,Spectab exclosure
1988,F,37.0,38.0,Dipodomys,merriami,Rodent,Control
1987,F,18.0,13.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1982,M,16.0,6.0,Perognathus,flavus,Rodent,Control
1991,M,17.0,9.0,Reithrodontomys,megalotis,Rodent,Control
1983,M,16.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1980,M,51.0,131.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1981,F,33.0,208.0,Neotoma,albigula,Rodent,Rodent Exclosure
1988,M,37.0,42.0,Dipodomys,merriami,Rodent,Control
2002,M,34.0,56.0,Dipodomys,ordii,Rodent,Control
1984,M,35.0,40.0,Dipodomys,merriami,Rodent,Control
1996,M,17.0,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1988,M,37.0,58.0,Dipodomys,ordii,Rodent,Control
2002,F,26.0,19.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1997,M,27.0,32.0,Chaetodipus,baileyi,Rodent,Rodent Exclosure
2001,F,37.0,57.0,Dipodomys,merriami,Rodent,Control
2001,M,26.0,41.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1989,F,32.0,90.0,Sigmodon,hispidus,Rodent,Long-term Krat Exclosure
1982,M,20.0,22.0,Peromyscus,eremicus,Rodent,Control
1981,F,15.0,4.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1987,F,37.0,38.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
2002,M,26.0,31.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1996,M,16.0,8.0,Perognathus,flavus,Rodent,Spectab exclosure
1985,F,34.0,50.0,Dipodomys,ordii,Rodent,Rodent Exclosure
2001,M,27.0,37.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1980,M,37.0,44.0,Dipodomys,merriami,Rodent,Spectab exclosure
1979,F,36.0,46.0,Dipodomys,merriami,Rodent,Control
1991,F,16.0,13.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1995,M,16.0,14.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1981,not reported,,,Sylvilagus,audubonii,Rabbit,Control
2000,F,26.0,31.0,Chaetodipus,baileyi,Rodent,Control
1996,F,17.0,8.0,Perognathus,flavus,Rodent,Control
1991,M,36.0,41.0,Dipodomys,merriami,Rodent,Control
1997,F,35.0,46.0,Dipodomys,merriami,Rodent,Control
1998,M,35.0,38.0,Dipodomys,merriami,Rodent,Control
1979,M,21.0,36.0,Onychomys,leucogaster,Rodent,Control
1987,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure
1993,M,36.0,39.0,Dipodomys,merriami,Rodent,Control
1990,M,22.0,21.0,Onychomys,torridus,Rodent,Control
1999,M,35.0,44.0,Dipodomys,ordii,Rodent,Control
1997,M,36.0,49.0,Dipodomys,merriami,Rodent,Control
1982,M,38.0,48.0,Dipodomys,merriami,Rodent,Control
1992,M,37.0,52.0,Dipodomys,merriami,Rodent,Control
2001,M,27.0,37.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1999,M,21.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1988,M,38.0,50.0,Dipodomys,merriami,Rodent,Control
1978,M,,148.0,Dipodomys,spectabilis,Rodent,Control
1985,M,35.0,38.0,Dipodomys,merriami,Rodent,Control
1992,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1981,M,36.0,36.0,Dipodomys,merriami,Rodent,Control
1983,M,36.0,50.0,Dipodomys,ordii,Rodent,Control
1982,M,36.0,45.0,Dipodomys,merriami,Rodent,Control
2000,F,21.0,19.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2000,M,20.0,14.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1990,not reported,,,Amphispiza,bilineata,Bird,Long-term Krat Exclosure
1989,M,36.0,46.0,Dipodomys,merriami,Rodent,Control
2001,M,22.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1999,not reported,,,Spermophilus,spilosoma,Rodent,Control
1989,not reported,,,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1987,M,21.0,21.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
2002,M,27.0,44.0,Chaetodipus,baileyi,Rodent,Spectab exclosure
1997,M,37.0,43.0,Dipodomys,merriami,Rodent,Control
2000,F,20.0,,Onychomys,torridus,Rodent,Rodent Exclosure
1980,M,32.0,168.0,Neotoma,albigula,Rodent,Control
1982,M,,39.0,Onychomys,leucogaster,Rodent,Control
1983,F,20.0,29.0,Onychomys,leucogaster,Rodent,Control
1999,M,20.0,23.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1989,F,17.0,14.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
2002,F,25.0,30.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
2000,M,22.0,14.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1991,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
2000,F,22.0,15.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1982,M,20.0,21.0,Peromyscus,eremicus,Rodent,Control
1989,M,18.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
2001,M,36.0,50.0,Dipodomys,merriami,Rodent,Control
1985,F,20.0,56.0,Onychomys,leucogaster,Rodent,Control
1990,not reported,,,Amphispiza,bilineata,Bird,Rodent Exclosure
1982,M,49.0,138.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1982,M,,51.0,Dipodomys,merriami,Rodent,Control
1994,M,37.0,43.0,Dipodomys,merriami,Rodent,Control
1979,M,50.0,143.0,Dipodomys,spectabilis,Rodent,Control
1991,M,20.0,23.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1981,F,35.0,42.0,Dipodomys,merriami,Rodent,Control
1984,F,50.0,119.0,Dipodomys,spectabilis,Rodent,Control
1994,M,21.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1985,F,37.0,55.0,Dipodomys,ordii,Rodent,Rodent Exclosure
1999,M,36.0,50.0,Dipodomys,merriami,Rodent,Control
1991,M,28.0,44.0,Dipodomys,ordii,Rodent,Control
1995,F,37.0,47.0,Dipodomys,merriami,Rodent,Control
1992,F,21.0,22.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
1984,F,32.0,33.0,Dipodomys,ordii,Rodent,Rodent Exclosure
1996,M,12.0,17.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1998,M,21.0,27.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1990,M,15.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1995,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
1997,F,22.0,28.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
